Driver,f_result,points,Car,Laps,race,date,quali_result,Q1,Q2,Q3,quali_laps,fp3_result,fp3_time,fp3_gap,fp3_laps,fp2_result,fp2_time,fp2_gap,fp2_laps,fp1_result,fp1_time,fp1_gap,fp1_laps,year,winner
Charles Pic PIC,NA,0,Marussia Cosworth,64,Monaco,2012-05-27,22,1M 18.476S,NA,NA,12,22,1M 19.099S,3.94S,17,22,1M 20.24S,4.494S,21,21,1M 20.895S,4.63S,18,2012,0
Michael Schumacher MSC,NA,0,Mercedes,63,Monaco,2012-05-27,1,1M 15.873S,1M 15.062S,1M 14.301S,22,8,1M 15.893S,0.734S,23,9,1M 17.293S,1.547S,11,11,1M 17.413S,1.148S,14,2012,0
Vitaly Petrov PET,NA,0,Caterham Renault,15,Monaco,2012-05-27,19,1M 17.404S,NA,NA,13,19,1M 17.404S,2.245S,22,16,1M 18.44S,2.694S,25,19,1M 19.341S,3.076S,16,2012,0
Kamui Kobayashi KOB,NA,0,Sauber Ferrari,5,Monaco,2012-05-27,12,1M 15.648S,1M 15.508S,NA,19,13,1M 16.311S,1.152S,19,8,1M 17.153S,1.407S,22,7,1M 17.038S,0.773S,21,2012,0
Romain Grosjean GRO,NA,0,Lotus Renault,0,Monaco,2012-05-27,5,1M 15.718S,1M 15.219S,1M 14.639S,27,5,1M 15.445S,0.286S,18,2,1M 16.138S,0.392S,19,2,1M 16.63S,0.365S,17,2012,0
Pedro de la Rosa DLR,NA,0,HRT Cosworth,0,Monaco,2012-05-27,21,1M 18.096S,NA,NA,11,24,1M 19.151S,3.992S,19,23,1M 20.631S,4.885S,12,23,1M 22.423S,6.158S,15,2012,0
Pastor Maldonado MAL,NA,0,Williams Renault,0,Monaco,2012-05-27,9,1M 16.017S,1M 15.026S,1M 15.245S,22,21,1M 18.488S,3.329S,22,5,1M 16.82S,1.074S,20,5,1M 16.76S,0.495S,20,2012,0
Lewis Hamilton HAM,1,25,McLaren Mercedes,70,Canada,2012-06-10,2,1M 14.891S,1M 14.371S,1M 14.087S,22,3,1M 14.712S,0.27S,19,1,1M 15.259S,0S,43,1,1M 15.564S,0S,30,2012,1
Romain Grosjean GRO,2,18,Lotus Renault,70,Canada,2012-06-10,7,1M 15.163S,1M 14.627S,1M 14.645S,28,8,1M 14.873S,0.431S,20,14,1M 16.36S,1.101S,29,14,1M 16.89S,1.326S,36,2012,0
Sergio Perez PER,3,15,Sauber Ferrari,70,Canada,2012-06-10,15,1M 15.326S,1M 15.156S,NA,21,12,1M 15.112S,0.67S,21,11,1M 15.898S,0.639S,38,8,1M 16.249S,0.685S,32,2012,0
Sebastian Vettel VET,4,12,Red Bull Racing Renault,70,Canada,2012-06-10,1,1M 14.661S,1M 14.187S,1M 13.784S,16,1,1M 14.442S,0S,22,4,1M 15.531S,0.272S,44,2,1M 15.682S,0.118S,29,2012,0
Fernando Alonso ALO,5,10,Ferrari,70,Canada,2012-06-10,3,1M 14.916S,1M 14.314S,1M 14.151S,23,2,1M 14.448S,0.006S,17,2,1M 15.313S,0.054S,36,4,1M 15.842S,0.278S,34,2012,0
Nico Rosberg ROS,6,8,Mercedes,70,Canada,2012-06-10,5,1M 15.098S,1M 14.568S,1M 14.411S,25,24,NA,0S,1,10,1M 15.878S,0.619S,40,3,1M 15.782S,0.218S,30,2012,0
Mark Webber WEB,7,6,Red Bull Racing Renault,70,Canada,2012-06-10,4,1M 14.956S,1M 14.479S,1M 14.346S,19,4,1M 14.724S,0.282S,21,12,1M 15.907S,0.648S,41,5,1M 15.897S,0.333S,28,2012,0
Kimi Räikkönen RAI,8,4,Lotus Renault,70,Canada,2012-06-10,12,1M 14.995S,1M 14.734S,NA,22,9,1M 14.977S,0.535S,21,15,1M 16.562S,1.303S,33,15,1M 17.014S,1.45S,42,2012,0
Kamui Kobayashi KOB,9,2,Sauber Ferrari,70,Canada,2012-06-10,11,1M 15.101S,1M 14.688S,NA,21,13,1M 15.126S,0.684S,24,6,1M 15.651S,0.392S,37,7,1M 16S,0.436S,31,2012,0
Felipe Massa MAS,10,1,Ferrari,70,Canada,2012-06-10,6,1M 15.194S,1M 14.641S,1M 14.465S,24,6,1M 14.767S,0.325S,21,3,1M 15.41S,0.151S,39,12,1M 16.619S,1.055S,17,2012,0
Paul di Resta DIR,11,0,Force India Mercedes,70,Canada,2012-06-10,8,1M 15.019S,1M 14.639S,1M 14.705S,22,11,1M 15.067S,0.625S,19,5,1M 15.544S,0.285S,32,11,1M 16.46S,0.896S,32,2012,0
Nico Hulkenberg HUL,12,0,Force India Mercedes,70,Canada,2012-06-10,13,1M 15.106S,1M 14.748S,NA,18,10,1M 14.992S,0.55S,22,8,1M 15.799S,0.54S,39,6,1M 15.986S,0.422S,29,2012,0
Pastor Maldonado MAL,13,0,Williams Renault,70,Canada,2012-06-10,17,1M 14.979S,1M 15.231S,NA,21,5,1M 14.755S,0.313S,22,13,1M 15.987S,0.728S,39,13,1M 16.859S,1.295S,26,2012,0
Daniel Ricciardo RIC,14,0,STR Ferrari,70,Canada,2012-06-10,14,1M 15.552S,1M 15.078S,NA,21,16,1M 15.498S,1.056S,19,20,1M 17.716S,2.457S,34,17,1M 17.58S,2.016S,31,2012,0
Jean-Eric Vergne VER,15,0,STR Ferrari,69,Canada,2012-06-10,20,1M 16.602S,NA,NA,12,23,NA,0S,3,19,1M 17.124S,1.865S,41,16,1M 17.352S,1.788S,28,2012,0
Jenson Button BUT,16,0,McLaren Mercedes,69,Canada,2012-06-10,10,1M 14.799S,1M 14.68S,1M 15.182S,24,15,1M 15.327S,0.885S,22,9,1M 15.812S,0.553S,14,10,1M 16.347S,0.783S,12,2012,0
Bruno Senna SEN,17,0,Williams Renault,69,Canada,2012-06-10,16,1M 14.995S,1M 15.17S,NA,20,14,1M 15.237S,0.795S,22,17,1M 17.022S,1.763S,22,21,1M 18.762S,3.198S,36,2012,0
Heikki Kovalainen KOV,18,0,Caterham Renault,69,Canada,2012-06-10,18,1M 16.263S,NA,NA,12,18,1M 16.545S,2.103S,20,16,1M 16.981S,1.722S,24,19,1M 18.177S,2.613S,16,2012,0
Vitaly Petrov PET,19,0,Caterham Renault,69,Canada,2012-06-10,19,1M 16.482S,NA,NA,10,17,1M 16.268S,1.826S,24,18,1M 17.075S,1.816S,41,18,1M 17.935S,2.371S,23,2012,0
Charles Pic PIC,20,0,Marussia Cosworth,67,Canada,2012-06-10,23,1M 18.255S,NA,NA,9,22,1M 18.684S,4.242S,23,24,1M 19.902S,4.643S,18,24,1M 20.067S,4.503S,23,2012,0
Timo Glock GLO,NA,0,Marussia Cosworth,56,Canada,2012-06-10,22,1M 17.901S,NA,NA,10,20,1M 17.974S,3.532S,23,22,1M 19.084S,3.825S,40,23,1M 20.004S,4.44S,21,2012,0
Michael Schumacher MSC,NA,0,Mercedes,43,Canada,2012-06-10,9,1M 14.892S,1M 14.48S,1M 14.812S,18,7,1M 14.796S,0.354S,19,7,1M 15.697S,0.438S,32,9,1M 16.264S,0.7S,28,2012,0
Pedro de la Rosa DLR,NA,0,HRT Cosworth,24,Canada,2012-06-10,21,1M 17.492S,NA,NA,8,19,1M 17.705S,3.263S,21,21,1M 18.908S,3.649S,27,20,1M 18.182S,2.618S,26,2012,0
Narain Karthikeyan KAR,NA,0,HRT Cosworth,22,Canada,2012-06-10,24,1M 18.33S,NA,NA,9,21,1M 18.189S,3.747S,21,23,1M 19.378S,4.119S,21,22,1M 19.354S,3.79S,23,2012,0
Fernando Alonso ALO,1,25,Ferrari,57,Europe,2012-06-24,11,1M 39.409S,1M 38.707S,NA,14,12,1M 39.395S,0.833S,15,7,1M 39.733S,0.399S,34,5,1M 41.065S,0.175S,26,2012,1
Kimi Räikkönen RAI,2,18,Lotus Renault,57,Europe,2012-06-24,5,1M 39.464S,1M 38.531S,1M 38.513S,16,3,1M 38.759S,0.197S,18,11,1M 39.945S,0.611S,34,10,1M 41.62S,0.73S,22,2012,0
Michael Schumacher MSC,3,15,Mercedes,57,Europe,2012-06-24,12,1M 39.447S,1M 38.77S,NA,12,7,1M 39.141S,0.579S,15,4,1M 39.601S,0.267S,27,7,1M 41.117S,0.227S,22,2012,0
Mark Webber WEB,4,12,Red Bull Racing Renault,57,Europe,2012-06-24,19,1M 40.395S,NA,NA,7,19,1M 41.282S,2.72S,4,9,1M 39.901S,0.567S,30,3,1M 40.984S,0.094S,19,2012,0
Nico Hulkenberg HUL,5,10,Force India Mercedes,57,Europe,2012-06-24,8,1M 39.009S,1M 38.689S,1M 38.752S,19,4,1M 38.819S,0.257S,17,2,1M 39.465S,0.131S,32,NA,NA,10S,NA,2012,0
Nico Rosberg ROS,6,8,Mercedes,57,Europe,2012-06-24,6,1M 39.061S,1M 38.504S,1M 38.623S,17,15,1M 39.946S,1.384S,20,10,1M 39.926S,0.592S,32,9,1M 41.182S,0.292S,21,2012,0
Paul di Resta DIR,7,6,Force India Mercedes,57,Europe,2012-06-24,10,1M 38.858S,1M 38.519S,1M 38.992S,18,5,1M 38.892S,0.33S,17,6,1M 39.7S,0.366S,32,6,1M 41.105S,0.215S,15,2012,0
Jenson Button BUT,8,4,McLaren Mercedes,57,Europe,2012-06-24,9,1M 39.622S,1M 38.563S,1M 38.801S,16,1,1M 38.562S,0S,17,12,1M 39.99S,0.656S,33,4,1M 40.994S,0.104S,19,2012,0
Sergio Perez PER,9,2,Sauber Ferrari,57,Europe,2012-06-24,15,1M 39.353S,1M 39.358S,NA,14,6,1M 39.084S,0.522S,20,16,1M 40.511S,1.177S,29,13,1M 41.861S,0.971S,16,2012,0
Bruno Senna SEN,10,1,Williams Renault,57,Europe,2012-06-24,14,1M 39.449S,1M 39.207S,NA,15,14,1M 39.543S,0.981S,13,5,1M 39.644S,0.31S,34,NA,NA,10S,NA,2012,0
Daniel Ricciardo RIC,11,0,STR Ferrari,57,Europe,2012-06-24,17,1M 39.924S,1M 40.358S,NA,12,17,1M 40.134S,1.572S,20,18,1M 41.121S,1.787S,32,19,1M 42.777S,1.887S,28,2012,0
Pastor Maldonado MAL,12,0,Williams Renault,57,Europe,2012-06-24,3,1M 38.825S,1M 38.57S,1M 38.475S,21,10,1M 39.357S,0.795S,18,13,1M 40.075S,0.741S,29,1,1M 40.89S,0S,22,2012,0
Vitaly Petrov PET,13,0,Caterham Renault,57,Europe,2012-06-24,20,1M 40.457S,NA,NA,8,20,1M 41.931S,3.369S,15,17,1M 40.963S,1.629S,20,20,1M 43.209S,2.319S,19,2012,0
Heikki Kovalainen KOV,14,0,Caterham Renault,57,Europe,2012-06-24,16,1M 40.087S,1M 40.295S,NA,11,18,1M 40.681S,2.119S,15,19,1M 41.197S,1.863S,38,17,1M 42.442S,1.552S,26,2012,0
Charles Pic PIC,15,0,Marussia Cosworth,57,Europe,2012-06-24,23,1M 42.675S,NA,NA,10,22,1M 42.815S,4.253S,16,22,1M 42.958S,3.624S,30,21,1M 44.173S,3.283S,19,2012,0
Felipe Massa MAS,16,0,Ferrari,56,Europe,2012-06-24,13,1M 39.388S,1M 38.78S,NA,14,9,1M 39.318S,0.756S,15,15,1M 40.244S,0.91S,35,14,1M 42.109S,1.219S,20,2012,0
Pedro de la Rosa DLR,17,0,HRT Cosworth,56,Europe,2012-06-24,21,1M 42.171S,NA,NA,7,21,1M 42.758S,4.196S,14,24,1M 44.26S,4.926S,12,22,1M 44.996S,4.106S,15,2012,0
Narain Karthikeyan KAR,18,0,HRT Cosworth,56,Europe,2012-06-24,22,1M 42.527S,NA,NA,8,23,1M 42.943S,4.381S,14,23,1M 44.201S,4.867S,33,23,1M 45.12S,4.23S,23,2012,0
Lewis Hamilton HAM,19,0,McLaren Mercedes,55,Europe,2012-06-24,2,1M 39.169S,1M 38.616S,1M 38.41S,17,8,1M 39.178S,0.616S,17,14,1M 40.147S,0.813S,25,8,1M 41.158S,0.268S,18,2012,0
Romain Grosjean GRO,NA,0,Lotus Renault,40,Europe,2012-06-24,4,1M 39.53S,1M 38.489S,1M 38.505S,16,2,1M 38.655S,0.093S,18,8,1M 39.868S,0.534S,33,11,1M 41.784S,0.894S,15,2012,0
Sebastian Vettel VET,NA,0,Red Bull Racing Renault,33,Europe,2012-06-24,1,1M 39.626S,1M 38.53S,1M 38.086S,15,13,1M 39.434S,0.872S,13,1,1M 39.334S,0S,33,2,1M 40.973S,0.083S,21,2012,0
Kamui Kobayashi KOB,NA,0,Sauber Ferrari,33,Europe,2012-06-24,7,1M 39.651S,1M 38.703S,1M 38.741S,12,11,1M 39.358S,0.796S,19,3,1M 39.595S,0.261S,20,12,1M 41.838S,0.948S,19,2012,0
Jean-Eric Vergne VER,NA,0,STR Ferrari,26,Europe,2012-06-24,18,1M 40.203S,NA,NA,9,16,1M 40.037S,1.475S,17,20,1M 41.263S,1.929S,29,18,1M 42.758S,1.868S,27,2012,0
Mark Webber WEB,1,25,Red Bull Racing Renault,52,Great.Britain,2012-07-08,2,1M 47.276S,1M 55.898S,1M 51.793S,23,13,1M 33.398S,1.231S,24,23,NA,0S,1,6,1M 58.463S,1.911S,7,2012,1
Fernando Alonso ALO,2,18,Ferrari,52,Great.Britain,2012-07-08,1,1M 46.515S,1M 56.921S,1M 51.746S,25,1,1M 32.167S,0S,21,10,1M 59.015S,2.67S,14,22,NA,0S,4,2012,0
Sebastian Vettel VET,3,15,Red Bull Racing Renault,52,Great.Britain,2012-07-08,4,1M 46.279S,1M 56.931S,1M 52.199S,23,4,1M 32.42S,0.253S,21,13,1M 59.476S,3.131S,10,11,1M 59.414S,2.862S,11,2012,0
Felipe Massa MAS,4,12,Ferrari,52,Great.Britain,2012-07-08,5,1M 47.401S,1M 56.388S,1M 53.065S,24,16,1M 33.674S,1.507S,21,15,2M 0.565S,4.22S,7,5,1M 58.119S,1.567S,7,2012,0
Kimi Räikkönen RAI,5,10,Lotus Renault,52,Great.Britain,2012-07-08,6,1M 47.309S,1M 56.469S,1M 53.29S,24,5,1M 32.454S,0.287S,25,8,1M 58.897S,2.552S,8,16,2M 0.253S,3.701S,6,2012,0
Romain Grosjean GRO,6,8,Lotus Renault,52,Great.Britain,2012-07-08,10,1M 47.043S,1M 56.388S,NA,20,3,1M 32.358S,0.191S,25,21,NA,0S,1,1,1M 56.552S,0S,13,2012,0
Michael Schumacher MSC,7,6,Mercedes,52,Great.Britain,2012-07-08,3,1M 46.571S,1M 55.799S,1M 52.02S,22,14,1M 33.462S,1.295S,24,3,1M 56.545S,0.2S,12,8,1M 58.493S,1.941S,10,2012,0
Lewis Hamilton HAM,8,4,McLaren Mercedes,52,Great.Britain,2012-07-08,8,1M 47.433S,1M 54.897S,1M 53.543S,25,6,1M 32.477S,0.31S,20,1,1M 56.345S,0S,8,3,1M 57.174S,0.622S,6,2012,0
Bruno Senna SEN,9,2,Williams Renault,52,Great.Britain,2012-07-08,15,1M 47.105S,1M 57.426S,NA,19,11,1M 33.267S,1.1S,25,17,2M 1.099S,4.754S,6,NA,NA,10S,NA,2012,0
Jenson Button BUT,10,1,McLaren Mercedes,52,Great.Britain,2012-07-08,18,1M 48.044S,NA,NA,12,2,1M 32.32S,0.153S,20,6,1M 57.948S,1.603S,9,17,2M 1.834S,5.282S,6,2012,0
Kamui Kobayashi KOB,11,0,Sauber Ferrari,52,Great.Britain,2012-07-08,12,1M 46.649S,1M 57.071S,NA,18,9,1M 33.046S,0.879S,20,2,1M 56.474S,0.129S,16,7,1M 58.483S,1.931S,19,2012,0
Nico Hulkenberg HUL,12,0,Force India Mercedes,52,Great.Britain,2012-07-08,9,1M 46.334S,1M 55.556S,1M 54.382S,22,10,1M 33.15S,0.983S,19,9,1M 58.943S,2.598S,12,NA,NA,10S,NA,2012,0
Daniel Ricciardo RIC,13,0,STR Ferrari,52,Great.Britain,2012-07-08,14,1M 47.266S,1M 57.132S,NA,18,17,1M 33.707S,1.54S,21,22,NA,0S,2,2,1M 56.827S,0.275S,10,2012,0
Jean-Eric Vergne VER,14,0,STR Ferrari,52,Great.Britain,2012-07-08,16,1M 47.705S,1M 57.719S,NA,18,15,1M 33.673S,1.506S,22,14,1M 59.854S,3.509S,7,10,1M 59.076S,2.524S,12,2012,0
Nico Rosberg ROS,15,0,Mercedes,52,Great.Britain,2012-07-08,13,1M 47.724S,1M 57.108S,NA,17,18,1M 33.733S,1.566S,15,4,1M 56.567S,0.222S,9,9,1M 58.942S,2.39S,8,2012,0
Pastor Maldonado MAL,16,0,Williams Renault,51,Great.Britain,2012-07-08,7,1M 46.449S,1M 56.802S,1M 53.539S,25,7,1M 32.622S,0.455S,21,12,1M 59.472S,3.127S,6,15,2M 0.125S,3.573S,5,2012,0
Heikki Kovalainen KOV,17,0,Caterham Renault,51,Great.Britain,2012-07-08,20,1M 49.477S,NA,NA,10,19,1M 34.298S,2.131S,18,7,1M 58.58S,2.235S,10,14,1M 59.787S,3.235S,10,2012,0
Timo Glock GLO,18,0,Marussia Cosworth,51,Great.Britain,2012-07-08,21,1M 51.618S,NA,NA,10,21,1M 36.605S,4.438S,18,16,2M 0.82S,4.475S,11,18,2M 1.835S,5.283S,6,2012,0
Charles Pic PIC,19,0,Marussia Cosworth,51,Great.Britain,2012-07-08,NA,1M 54.143S,NA,NA,10,22,1M 37.06S,4.893S,14,19,2M 3.719S,7.374S,8,21,2M 11.76S,15.2S,6,2012,0
Pedro de la Rosa DLR,20,0,HRT Cosworth,50,Great.Britain,2012-07-08,22,1M 52.742S,NA,NA,11,24,1M 37.429S,5.262S,17,NA,NA,10S,NA,19,2M 4.341S,7.789S,9,2012,0
Narain Karthikeyan KAR,21,0,HRT Cosworth,50,Great.Britain,2012-07-08,23,1M 53.04S,NA,NA,10,23,1M 37.269S,5.102S,23,20,2M 4.774S,8.429S,8,NA,NA,10S,NA,2012,0
Sergio Perez PER,NA,0,Sauber Ferrari,11,Great.Britain,2012-07-08,17,1M 46.494S,1M 57.895S,NA,19,8,1M 32.94S,0.773S,19,5,1M 57.493S,1.148S,13,4,1M 57.664S,1.112S,11,2012,0
Paul di Resta DIR,NA,0,Force India Mercedes,2,Great.Britain,2012-07-08,11,1M 47.582S,1M 57.009S,NA,19,12,1M 33.367S,1.2S,20,11,1M 59.429S,3.084S,9,23,NA,0S,3,2012,0
Vitaly Petrov PET,NA,0,Caterham Renault,,Great.Britain,2012-07-08,19,1M 49.027S,NA,NA,10,20,1M 34.781S,2.614S,20,18,2M 1.348S,5.003S,12,12,1M 59.614S,3.062S,9,2012,0
Fernando Alonso ALO,1,25,Ferrari,67,Germany,2012-07-22,1,1M 16.073S,1M 38.521S,1M 40.621S,23,1,1M 16.014S,0S,14,20,1M 31.207S,3.731S,20,3,1M 17.37S,0.775S,21,2012,1
Jenson Button BUT,2,18,McLaren Mercedes,67,Germany,2012-07-22,7,1M 16.507S,1M 38.659S,1M 44.113S,20,24,1M 20.914S,4.9S,25,8,1M 28.516S,1.04S,16,1,1M 16.595S,0S,27,2012,0
Kimi Räikkönen RAI,3,15,Lotus Renault,67,Germany,2012-07-22,10,1M 15.693S,1M 39.729S,1M 45.811S,20,4,1M 16.238S,0.224S,27,10,1M 29.327S,1.851S,22,15,1M 18.831S,2.236S,14,2012,0
Kamui Kobayashi KOB,4,12,Sauber Ferrari,67,Germany,2012-07-22,13,1M 16.481S,1M 39.985S,NA,16,9,1M 16.807S,0.793S,25,13,1M 29.785S,2.309S,24,11,1M 18.226S,1.631S,22,2012,0
Sebastian Vettel VET,5,10,Red Bull Racing Renault,67,Germany,2012-07-22,2,1M 16.393S,1M 38.309S,1M 41.026S,23,6,1M 16.475S,0.461S,18,3,1M 27.902S,0.426S,24,12,1M 18.339S,1.744S,21,2012,0
Sergio Perez PER,6,8,Sauber Ferrari,67,Germany,2012-07-22,12,1M 15.726S,1M 39.933S,NA,17,3,1M 16.202S,0.188S,21,4,1M 28.402S,0.926S,26,5,1M 17.413S,0.818S,28,2012,0
Michael Schumacher MSC,7,6,Mercedes,67,Germany,2012-07-22,4,1M 16.686S,1M 38.01S,1M 42.459S,24,15,1M 17.266S,1.252S,22,23,1M 32.777S,5.301S,18,4,1M 17.382S,0.787S,20,2012,0
Mark Webber WEB,8,4,Red Bull Racing Renault,67,Germany,2012-07-22,3,1M 16.5S,1M 39.382S,1M 41.496S,24,5,1M 16.447S,0.433S,19,9,1M 28.877S,1.401S,21,20,1M 20.122S,3.527S,27,2012,0
Nico Hulkenberg HUL,9,2,Force India Mercedes,67,Germany,2012-07-22,5,1M 16.271S,1M 39.467S,1M 43.501S,24,12,1M 17.033S,1.019S,26,6,1M 28.495S,1.019S,22,6,1M 17.599S,1.004S,17,2012,0
Nico Rosberg ROS,10,1,Mercedes,67,Germany,2012-07-22,17,1M 15.988S,1M 41.551S,NA,18,17,1M 17.491S,1.477S,26,2,1M 27.564S,0.088S,24,7,1M 17.915S,1.32S,27,2012,0
Paul di Resta DIR,11,0,Force India Mercedes,67,Germany,2012-07-22,9,1M 16.352S,1M 39.703S,1M 44.889S,26,13,1M 17.148S,1.134S,24,18,1M 30.437S,2.961S,14,NA,NA,10S,NA,2012,0
Felipe Massa MAS,12,0,Ferrari,67,Germany,2012-07-22,14,1M 16.265S,1M 40.212S,NA,17,8,1M 16.771S,0.757S,15,12,1M 29.719S,2.243S,15,8,1M 17.995S,1.4S,22,2012,0
Daniel Ricciardo RIC,13,0,STR Ferrari,67,Germany,2012-07-22,11,1M 16.516S,1M 39.789S,NA,15,14,1M 17.238S,1.224S,25,7,1M 28.513S,1.037S,23,14,1M 18.709S,2.114S,30,2012,0
Jean-Eric Vergne VER,14,0,STR Ferrari,67,Germany,2012-07-22,18,1M 16.741S,NA,NA,9,16,1M 17.419S,1.405S,23,11,1M 29.364S,1.888S,26,17,1M 19.039S,2.444S,34,2012,0
Pastor Maldonado MAL,15,0,Williams Renault,66,Germany,2012-07-22,6,1M 16.181S,1M 38.731S,1M 43.95S,27,7,1M 16.664S,0.65S,18,1,1M 27.476S,0S,14,9,1M 18.02S,1.425S,20,2012,0
Vitaly Petrov PET,16,0,Caterham Renault,66,Germany,2012-07-22,20,1M 18.531S,NA,NA,9,19,1M 18.818S,2.804S,23,21,1M 32.241S,4.765S,22,18,1M 19.674S,3.079S,24,2012,0
Bruno Senna SEN,17,0,Williams Renault,66,Germany,2012-07-22,16,1M 16.426S,1M 40.752S,NA,21,10,1M 16.93S,0.916S,23,16,1M 30.291S,2.815S,22,NA,NA,10S,NA,2012,0
Romain Grosjean GRO,18,0,Lotus Renault,66,Germany,2012-07-22,15,1M 16.685S,1M 40.574S,NA,18,11,1M 16.962S,0.948S,26,5,1M 28.42S,0.944S,20,10,1M 18.13S,1.535S,21,2012,0
Heikki Kovalainen KOV,19,0,Caterham Renault,65,Germany,2012-07-22,19,1M 17.62S,NA,NA,8,18,1M 18.366S,2.352S,21,17,1M 30.331S,2.855S,27,19,1M 19.963S,3.368S,24,2012,0
Charles Pic PIC,20,0,Marussia Cosworth,65,Germany,2012-07-22,21,1M 19.22S,NA,NA,12,22,1M 20.318S,4.304S,9,14,1M 30.09S,2.614S,19,21,1M 20.169S,3.574S,20,2012,0
Pedro de la Rosa DLR,21,0,HRT Cosworth,64,Germany,2012-07-22,23,1M 19.912S,NA,NA,8,20,1M 19.778S,3.764S,22,24,1M 42.566S,15.09S,8,23,1M 21.138S,4.543S,24,2012,0
Timo Glock GLO,22,0,Marussia Cosworth,64,Germany,2012-07-22,22,1M 19.291S,NA,NA,11,21,1M 20.235S,4.221S,22,15,1M 30.22S,2.744S,16,22,1M 20.539S,3.944S,18,2012,0
Narain Karthikeyan KAR,23,0,HRT Cosworth,64,Germany,2012-07-22,24,1M 20.23S,NA,NA,10,23,1M 20.741S,4.727S,22,22,1M 32.349S,4.873S,17,NA,NA,10S,NA,2012,0
Lewis Hamilton HAM,NA,0,McLaren Mercedes,56,Germany,2012-07-22,8,1M 16.221S,1M 37.365S,1M 44.186S,18,2,1M 16.091S,0.077S,21,19,1M 30.617S,3.141S,16,2,1M 17.093S,0.498S,22,2012,0
Lewis Hamilton HAM,1,25,McLaren Mercedes,69,Hungary,2012-07-29,1,1M 21.794S,1M 21.06S,1M 20.953S,18,2,1M 21.643S,0.093S,17,1,1M 21.995S,0S,20,1,1M 22.821S,0S,30,2012,1
Kimi Räikkönen RAI,2,18,Lotus Renault,69,Hungary,2012-07-29,5,1M 22.234S,1M 21.583S,1M 21.73S,22,6,1M 21.953S,0.403S,20,2,1M 22.18S,0.185S,20,8,1M 23.983S,1.162S,24,2012,0
Romain Grosjean GRO,3,15,Lotus Renault,69,Hungary,2012-07-29,2,1M 22.755S,1M 21.657S,1M 21.366S,26,7,1M 22.11S,0.56S,24,9,1M 22.922S,0.927S,12,5,1M 23.633S,0.812S,24,2012,0
Sebastian Vettel VET,4,12,Red Bull Racing Renault,69,Hungary,2012-07-29,3,1M 22.948S,1M 21.407S,1M 21.416S,18,3,1M 21.671S,0.121S,29,8,1M 22.824S,0.829S,18,15,1M 24.608S,1.787S,25,2012,0
Fernando Alonso ALO,5,10,Ferrari,69,Hungary,2012-07-29,6,1M 22.095S,1M 21.598S,1M 21.844S,19,5,1M 21.884S,0.334S,13,5,1M 22.582S,0.587S,22,3,1M 23.397S,0.576S,24,2012,0
Jenson Button BUT,6,8,McLaren Mercedes,69,Hungary,2012-07-29,4,1M 22.028S,1M 21.618S,1M 21.583S,22,10,1M 22.233S,0.683S,24,6,1M 22.747S,0.752S,17,2,1M 22.922S,0.101S,24,2012,0
Bruno Senna SEN,7,6,Williams Renault,69,Hungary,2012-07-29,9,1M 22.271S,1M 21.697S,1M 22.343S,24,4,1M 21.876S,0.326S,22,3,1M 22.253S,0.258S,34,NA,NA,10S,NA,2012,0
Mark Webber WEB,8,4,Red Bull Racing Renault,69,Hungary,2012-07-29,11,1M 22.829S,1M 21.715S,NA,17,1,1M 21.55S,0S,27,14,1M 23.814S,1.819S,17,13,1M 24.546S,1.725S,24,2012,0
Felipe Massa MAS,9,2,Ferrari,69,Hungary,2012-07-29,7,1M 22.203S,1M 21.534S,1M 21.9S,19,8,1M 22.136S,0.586S,15,4,1M 22.417S,0.422S,29,7,1M 23.904S,1.083S,25,2012,0
Nico Rosberg ROS,10,1,Mercedes,69,Hungary,2012-07-29,13,1M 22.079S,1M 21.895S,NA,16,18,1M 22.931S,1.381S,30,11,1M 23.164S,1.169S,29,4,1M 23.628S,0.807S,29,2012,0
Nico Hulkenberg HUL,11,0,Force India Mercedes,69,Hungary,2012-07-29,10,1M 22.176S,1M 21.653S,1M 22.847S,19,14,1M 22.53S,0.98S,25,13,1M 23.713S,1.718S,26,NA,NA,10S,NA,2012,0
Paul di Resta DIR,12,0,Force India Mercedes,69,Hungary,2012-07-29,12,1M 21.912S,1M 21.813S,NA,15,9,1M 22.191S,0.641S,20,7,1M 22.794S,0.799S,23,14,1M 24.559S,1.738S,22,2012,0
Pastor Maldonado MAL,13,0,Williams Renault,69,Hungary,2012-07-29,8,1M 22.475S,1M 21.504S,1M 21.939S,22,11,1M 22.381S,0.831S,21,12,1M 23.337S,1.342S,26,11,1M 24.3S,1.479S,23,2012,0
Sergio Perez PER,14,0,Sauber Ferrari,69,Hungary,2012-07-29,14,1M 22.11S,1M 21.895S,NA,17,15,1M 22.597S,1.047S,23,18,1M 24.623S,2.628S,23,10,1M 24.268S,1.447S,27,2012,0
Daniel Ricciardo RIC,15,0,STR Ferrari,68,Hungary,2012-07-29,18,1M 23.25S,NA,NA,8,16,1M 22.716S,1.166S,24,17,1M 24.345S,2.35S,28,16,1M 25.354S,2.533S,25,2012,0
Jean-Eric Vergne VER,16,0,STR Ferrari,68,Hungary,2012-07-29,16,1M 22.799S,1M 22.38S,NA,10,13,1M 22.492S,0.942S,26,16,1M 24.328S,2.333S,25,17,1M 25.559S,2.738S,27,2012,0
